spp,D.max_cm,D.min_cm,h.max_cm,Mort_total,Mort_Rec,Mort_Trans,Mort_Ant,,Morph,key_sp,Ac_sediment_type,Prof_metros,Pol,Zona,Tran,Est,Sub_zona,MorphSub_zona
SSID,20,20,20,50,20,30,0,,Mass,key_sp,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
SSID,20,15,15,85,5,60,20,,Mass,key_sp,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
AAGA,20,20,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Centro,HG,19,HGC_C,_HGC,submas_enc_HGC
AAGA,20,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Centro,HG,19,HGC_C,_HGC,submas_enc_HGC
PAST,10,10,10,0,0,0,0,,Mass,N/A,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
MCAV,25,25,20,10,0,0,10,,Mass,key_sp,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
AAGA,30,30,10,50,25,25,0,,submas_enc,N/A,allochthonous,10,Centro,HG,19,HGC_C,_HGC,submas_enc_HGC
SINT,12,12,12,0,0,0,0,,Mass,key_sp,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
SSID,15,12,12,15,10,5,0,,Mass,key_sp,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
PAST,8,8,8,0,0,0,0,,Mass,N/A,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
AAGA,15,15,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Centro,HG,19,HGC_C,_HGC,submas_enc_HGC
AAGA,20,20,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Centro,HG,19,HGC_C,_HGC,submas_enc_HGC
PAST,12,12,12,5,5,0,0,,Mass,N/A,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
PSTR,30,30,25,100,0,20,80,,Mass,key_sp,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
PAST,15,15,15,0,0,0,0,,Mass,N/A,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10,Centro,HG,19,HGC_C,_HGC,submas_enc_HGC
AAGA,15,15,15,0,0,0,0,,submas_enc,N/A,allochthonous,10,Centro,HG,19,HGC_C,_HGC,submas_enc_HGC
SSID,15,15,10,0,0,0,0,,Mass,key_sp,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
AAGA,20,20,12,0,0,0,0,,Foli,N/A,allochthonous,10,Centro,HG,19,HGC_C,_HGC,Foli_HGC
MCAV,10,10,10,50,0,0,50,,Mass,key_sp,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
SSID,12,12,12,35,30,5,0,,Mass,key_sp,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
SSID,30,18,15,50,15,25,10,,Mass,key_sp,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
SINT,15,15,10,0,0,0,0,,Mass,key_sp,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
PAST,15,15,10,0,0,0,0,,Mass,N/A,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
AAGA,20,15,5,0,0,0,0,,submas_enc,N/A,allochthonous,10,Centro,HG,19,HGC_C,_HGC,submas_enc_HGC
AAGA,25,25,15,5,2,0,3,,submas_enc,N/A,allochthonous,10,Centro,HG,19,HGC_C,_HGC,submas_enc_HGC
PPOR,12,12,12,5,5,0,0,,Digi,key_sp,allochthonous,10,Centro,HG,19,HGC_C,MSE,DigiMSE
AAGA,22,15,8,0,0,0,0,,submas_enc,N/A,allochthonous,10,Centro,HG,19,HGC_C,_HGC,submas_enc_HGC
